id_registro,codigo_producto,categoria,laboratorio,ciudad,temporada,metodo_reabastecimiento,precio_unitario,costo_unitario,margen_unitario,stock_actual,stock_minimo,stock_maximo,demanda_promedio_diaria,desviacion_demanda,ventas_ultimos_30_dias,quiebres_stock_ultimos_6m,lead_time_dias,dias_para_vencer,descuento_activo,es_esencial,requiere_formula,categoria_consenso_cluster,confianza_consenso,categoria_reevaluada
1367,MED-2366,Gastrointestinales,Genfar,Bogotá,Alta (Invierno),Automático (ML),56817.43,48287.13,8530.3,452,21,236,3.33,4.05,134,2,5,611,0,1,1,Cardiovasculares,0.5,Gastrointestinales
1368,MED-2367,Higiene Personal,MK,Cali,Alta (Epidemia),Automático (ML),36127.59,25352.43,10775.16,182,62,229,27.57,3.49,849,1,14,106,1,1,1,Dermatológicos,0.5,Higiene Personal
1369,MED-2368,Dermatológicos,Genfar,Bogotá,Alta (Epidemia),Proveedor Programado,39602.75,31197.3,8405.45,498,77,209,23.7,7.97,716,2,9,508,0,1,1,Dermatológicos,0.5,Dermatológicos
1370,MED-2369,Pediatría,La Santé,Cali,Normal,Manual,28160.22,18934.53,9225.69,238,45,318,5.59,2.17,158,1,3,676,1,0,1,Pediatría,0.75,Pediatría
1371,MED-2370,Vitaminas,Novartis,Cali,Alta (Invierno),Automático (ML),54860.77,38727.45,16133.32,124,27,179,29.03,0.94,833,4,5,411,1,1,0,Pediatría,0.5,Vitaminas
1372,MED-2371,Dermatológicos,Bayer,Barranquilla,Normal,Manual,49666.98,30906.98,18760.0,181,77,285,9.9,1.99,309,1,9,614,1,0,0,Pediatría,0.5,Dermatológicos
1373,MED-2372,Diabetes,Tecnoquímicas,Bogotá,Promoción,Automático (ML),45074.45,28393.83,16680.62,138,20,310,3.27,5.5,85,2,8,60,0,0,1,Dermatológicos,0.5,Diabetes
1374,MED-2373,Vitaminas,La Santé,Cali,Alta (Invierno),Manual,77807.12,55726.66,22080.46,139,69,458,6.76,3.81,186,1,13,445,1,0,0,Pediatría,0.5,Vitaminas
1375,MED-2374,Cardiovasculares,Roche,Bogotá,Alta (Epidemia),Manual,50714.14,42059.29,8654.85,370,17,188,38.51,9.8,1123,1,6,45,0,1,1,Gastrointestinales,0.25,Cardiovasculares
1376,MED-2375,Antigripales,Sanofi,Barranquilla,Promoción,Manual,17571.3,14092.25,3479.05,345,61,126,13.73,6.03,463,3,13,766,1,1,1,Pediatría,0.75,Pediatría
1377,MED-2376,Vitaminas,Roche,Barranquilla,Alta (Epidemia),Proveedor Programado,75052.98,55644.94,19408.04,355,56,110,33.46,5.95,975,0,10,365,0,0,1,Gastrointestinales,0.25,Vitaminas
1378,MED-2377,Vitaminas,Sanofi,Cartagena,Alta (Invierno),Automático (ML),50477.26,33237.36,17239.9,274,51,120,24.72,3.94,760,1,6,127,1,0,1,Antigripales,0.25,Vitaminas
1379,MED-2378,Pediatría,Abbott,Cartagena,Alta (Invierno),Automático (ML),34345.54,26193.41,8152.13,438,19,217,37.51,8.56,1158,5,11,456,1,0,0,Pediatría,0.75,Pediatría
1380,MED-2379,Higiene Personal,Abbott,Cali,Alta (Epidemia),Automático (ML),67140.83,51994.44,15146.39,434,72,264,31.64,9.05,902,3,14,354,1,1,1,Pediatría,0.5,Higiene Personal
1381,MED-2380,Cardiovasculares,Sanofi,Barranquilla,Normal,Proveedor Programado,20580.65,14313.11,6267.54,488,29,318,37.32,8.58,1126,0,2,237,0,1,0,Pediatría,0.5,Cardiovasculares
1382,MED-2381,Vitaminas,Roche,Cali,Alta (Invierno),Proveedor Programado,20952.34,16538.24,4414.1,280,37,93,27.09,4.01,805,2,4,252,1,0,1,Pediatría,0.75,Pediatría
1383,MED-2382,Analgésicos,Sanofi,Medellín,Promoción,Proveedor Programado,45077.95,30897.58,14180.37,497,72,146,37.55,6.07,1151,0,9,35,0,1,1,Gastrointestinales,0.25,Analgésicos
1384,MED-2383,Analgésicos,Pfizer,Bogotá,Alta (Epidemia),Proveedor Programado,23665.13,16977.65,6687.48,363,64,281,14.15,0.8,426,3,4,519,0,1,0,Cardiovasculares,0.5,Analgésicos
1385,MED-2384,Dermatológicos,Roche,Barranquilla,Alta (Epidemia),Manual,20531.87,15512.84,5019.03,192,51,138,27.12,1.81,814,0,8,381,0,0,0,Pediatría,0.5,Dermatológicos
1386,MED-2385,Higiene Personal,MK,Cartagena,Promoción,Manual,51146.85,37246.79,13900.06,334,32,373,6.32,1.28,197,0,8,288,0,0,1,Dermatológicos,0.5,Higiene Personal
1387,MED-2386,Dermatológicos,Bayer,Barranquilla,Alta (Invierno),Manual,69347.6,49432.14,19915.46,237,60,213,8.29,6.43,257,1,14,876,0,0,0,Pediatría,0.5,Dermatológicos
1388,MED-2387,Pediatría,Pfizer,Cartagena,Normal,Manual,74301.35,48626.35,25675.0,74,42,375,36.98,7.28,1129,3,9,744,0,0,1,Pediatría,0.5,Pediatría
1389,MED-2388,Analgésicos,Novartis,Barranquilla,Promoción,Manual,31761.07,24074.02,7687.05,464,65,271,12.36,8.18,360,2,4,298,0,1,1,Cardiovasculares,0.5,Analgésicos
1390,MED-2389,Diabetes,MK,Medellín,Alta (Epidemia),Proveedor Programado,12001.54,8698.08,3303.46,173,42,277,29.62,3.2,860,1,6,56,1,0,1,Pediatría,1.0,Pediatría
1391,MED-2390,Vitaminas,Bayer,Medellín,Alta (Invierno),Proveedor Programado,6842.6,5056.46,1786.14,93,17,405,14.56,0.91,429,2,6,406,0,0,0,Pediatría,0.75,Pediatría
1392,MED-2391,Diabetes,Abbott,Cali,Alta (Epidemia),Proveedor Programado,10071.16,7601.58,2469.58,58,53,318,26.9,9.16,789,0,14,622,0,1,1,Dermatológicos,0.25,Diabetes
1393,MED-2392,Dermatológicos,Sanofi,Barranquilla,Normal,Automático (ML),70782.92,43654.9,27128.02,276,25,218,22.17,9.59,663,2,9,395,1,1,0,Dermatológicos,0.25,Dermatológicos
1394,MED-2393,Analgésicos,Tecnoquímicas,Barranquilla,Normal,Proveedor Programado,29238.79,20962.85,8275.94,348,76,455,1.44,2.41,44,2,8,295,1,0,1,Pediatría,0.75,Pediatría
1395,MED-2394,Analgésicos,Roche,Barranquilla,Normal,Automático (ML),71863.84,47273.19,24590.65,327,51,104,28.41,7.8,878,3,8,276,0,1,1,Pediatría,0.5,Analgésicos
1396,MED-2395,Dermatológicos,Bayer,Medellín,Alta (Epidemia),Proveedor Programado,53259.7,38966.87,14292.83,368,60,417,14.39,4.18,400,1,13,454,0,1,1,Pediatría,0.5,Dermatológicos
1397,MED-2396,Higiene Personal,Pfizer,Medellín,Alta (Invierno),Automático (ML),32833.0,20475.2,12357.8,181,75,388,32.79,8.61,1009,1,8,783,1,1,0,Dermatológicos,0.5,Higiene Personal
1398,MED-2397,Dermatológicos,Tecnoquímicas,Barranquilla,Normal,Proveedor Programado,45558.64,31975.74,13582.9,118,17,305,16.9,0.75,485,3,5,778,1,1,1,Pediatría,0.5,Dermatológicos
1399,MED-2398,Pediatría,MK,Cartagena,Alta (Epidemia),Manual,75272.22,57636.0,17636.22,92,27,125,22.78,7.97,689,2,6,629,1,1,1,Dermatológicos,0.25,Pediatría
1400,MED-2399,Antibióticos,Bayer,Bogotá,Alta (Invierno),Manual,7384.99,5122.09,2262.9,291,59,215,1.25,9.9,41,2,3,338,0,0,1,Pediatría,0.5,Antibióticos
1401,MED-2400,Diabetes,La Santé,Medellín,Alta (Invierno),Manual,64412.55,50077.97,14334.58,274,79,175,37.28,7.99,1106,0,4,578,0,1,1,Antigripales,0.25,Diabetes
1402,MED-2401,Antibióticos,Bayer,Cartagena,Alta (Epidemia),Manual,45092.02,37426.0,7666.02,119,31,282,17.22,3.35,504,4,14,753,0,0,1,Pediatría,0.5,Antibióticos
1403,MED-2402,Gastrointestinales,Roche,Bogotá,Alta (Invierno),Automático (ML),4720.56,3786.73,933.83,325,64,315,14.61,8.15,439,0,13,46,0,1,1,Pediatría,0.5,Gastrointestinales
1404,MED-2403,Vitaminas,Roche,Cartagena,Alta (Invierno),Manual,64449.59,42113.18,22336.41,53,55,364,8.18,9.57,263,1,14,90,1,1,1,Pediatría,0.5,Vitaminas
1405,MED-2404,Dermatológicos,Genfar,Medellín,Alta (Invierno),Automático (ML),71938.01,51143.17,20794.84,12,43,436,23.45,4.9,669,3,9,363,0,0,0,Pediatría,0.75,Pediatría
1406,MED-2405,Antibióticos,Genfar,Bogotá,Alta (Invierno),Manual,78744.27,57164.78,21579.49,353,65,214,5.34,0.8,160,3,11,415,1,1,0,Pediatría,0.5,Antibióticos
1407,MED-2406,Gastrointestinales,MK,Cartagena,Promoción,Manual,25413.07,16070.76,9342.31,0,11,87,8.86,3.74,291,1,10,304,0,1,1,Pediatría,0.5,Gastrointestinales
1408,MED-2407,Gastrointestinales,Roche,Cartagena,Alta (Invierno),Manual,63361.6,48881.45,14480.15,472,68,174,11.53,3.85,353,1,6,879,1,1,1,Pediatría,0.5,Gastrointestinales
1409,MED-2408,Antibióticos,Roche,Bogotá,Alta (Invierno),Proveedor Programado,57103.24,48536.68,8566.56,178,66,301,11.67,9.3,348,2,3,530,1,0,0,Pediatría,0.5,Antibióticos
1410,MED-2409,Diabetes,Genfar,Bogotá,Alta (Epidemia),Manual,41374.6,28622.06,12752.54,451,66,169,39.13,6.94,1198,0,14,892,0,1,1,Gastrointestinales,0.25,Diabetes
1411,MED-2410,Cardiovasculares,La Santé,Bogotá,Alta (Invierno),Automático (ML),46534.66,29038.51,17496.15,297,10,82,36.07,2.08,1074,2,4,454,0,0,1,Pediatría,0.5,Cardiovasculares
1412,MED-2411,Cardiovasculares,Roche,Bogotá,Normal,Proveedor Programado,52290.12,34926.78,17363.34,280,74,256,30.98,8.45,902,0,11,879,1,1,0,Gastrointestinales,0.25,Cardiovasculares
1413,MED-2412,Analgésicos,La Santé,Barranquilla,Alta (Epidemia),Manual,6236.8,5255.1,981.7,363,10,409,19.79,3.27,623,2,6,597,1,0,0,Pediatría,1.0,Pediatría
1414,MED-2413,Antigripales,Novartis,Cali,Normal,Manual,50657.02,31095.69,19561.33,306,18,121,26.38,5.51,772,1,5,836,1,0,0,Antigripales,0.25,Antigripales
1415,MED-2414,Gastrointestinales,Pfizer,Barranquilla,Normal,Proveedor Programado,73440.77,49951.93,23488.84,495,68,251,39.45,4.91,1173,3,13,344,1,0,1,Pediatría,0.5,Gastrointestinales
1416,MED-2415,Analgésicos,Pfizer,Bogotá,Promoción,Proveedor Programado,53322.75,35872.55,17450.2,367,36,389,34.24,7.22,1011,2,7,774,0,1,1,Pediatría,0.75,Pediatría
1417,MED-2416,Diabetes,Tecnoquímicas,Medellín,Normal,Manual,75280.73,53802.3,21478.43,145,12,213,17.33,0.92,503,1,3,712,0,0,1,Dermatológicos,0.75,Dermatológicos
1418,MED-2417,Analgésicos,Novartis,Barranquilla,Normal,Automático (ML),68822.23,41298.67,27523.56,135,70,136,30.55,3.94,918,1,2,328,1,0,1,Antigripales,0.25,Analgésicos
1419,MED-2418,Cardiovasculares,Novartis,Medellín,Normal,Automático (ML),62098.02,38364.97,23733.05,446,56,189,29.2,4.24,866,1,8,311,0,1,1,Diabetes,0.5,Cardiovasculares
1420,MED-2419,Antigripales,La Santé,Barranquilla,Normal,Manual,49222.36,36559.63,12662.73,300,59,428,14.25,4.57,405,3,14,171,0,0,0,Pediatría,1.0,Pediatría
1421,MED-2420,Antigripales,Sanofi,Cartagena,Normal,Manual,62998.79,47894.38,15104.41,275,67,195,2.48,4.84,55,3,4,872,0,0,0,Pediatría,0.5,Antigripales
1422,MED-2421,Analgésicos,MK,Barranquilla,Alta (Invierno),Automático (ML),12012.19,7255.54,4756.65,309,26,245,22.52,1.11,644,0,6,739,0,1,1,Pediatría,0.75,Pediatría
1423,MED-2422,Pediatría,Genfar,Cali,Alta (Invierno),Proveedor Programado,51662.62,38950.9,12711.72,388,29,132,15.47,1.42,477,1,1,278,1,1,0,Dermatológicos,0.5,Pediatría
1424,MED-2423,Antibióticos,Pfizer,Cali,Alta (Invierno),Automático (ML),79750.72,49823.31,29927.41,239,19,351,26.19,4.65,790,3,7,365,1,0,1,Pediatría,0.75,Pediatría
1425,MED-2424,Dermatológicos,La Santé,Cartagena,Alta (Epidemia),Proveedor Programado,18386.21,14759.6,3626.61,95,12,63,35.33,1.75,1024,2,5,177,0,1,1,Pediatría,1.0,Pediatría
1426,MED-2425,Higiene Personal,Novartis,Bogotá,Normal,Automático (ML),11621.92,7382.97,4238.95,190,25,99,13.14,6.04,393,2,5,815,1,1,1,Pediatría,0.75,Pediatría
1427,MED-2426,Antibióticos,Genfar,Medellín,Alta (Invierno),Automático (ML),58945.03,45844.83,13100.2,53,36,319,8.5,1.15,262,0,2,885,0,0,1,Pediatría,0.5,Antibióticos
1428,MED-2427,Vitaminas,Bayer,Medellín,Promoción,Proveedor Programado,24045.05,16216.7,7828.35,419,78,166,8.09,2.11,270,1,4,359,1,0,0,Pediatría,0.5,Vitaminas
1429,MED-2428,Diabetes,Bayer,Cali,Alta (Epidemia),Proveedor Programado,56032.24,46112.78,9919.46,414,56,284,23.48,9.37,678,0,12,437,1,1,0,Gastrointestinales,0.5,Diabetes
1430,MED-2429,Analgésicos,Tecnoquímicas,Cartagena,Promoción,Automático (ML),5510.34,3690.13,1820.21,379,67,321,7.9,6.79,216,1,7,646,0,1,1,Pediatría,0.5,Analgésicos
1431,MED-2430,Diabetes,Bayer,Medellín,Alta (Invierno),Automático (ML),25437.97,20674.11,4763.86,23,53,185,37.52,4.23,1113,0,12,747,0,1,0,Dermatológicos,0.5,Diabetes
1432,MED-2431,Dermatológicos,Bayer,Cartagena,Alta (Epidemia),Manual,72857.53,59622.32,13235.21,205,21,132,21.86,4.86,655,0,8,359,1,1,0,Dermatológicos,0.25,Dermatológicos
1433,MED-2432,Analgésicos,La Santé,Cartagena,Promoción,Automático (ML),3744.3,2315.21,1429.09,220,28,200,12.13,3.81,343,0,13,890,0,0,1,Pediatría,0.75,Pediatría
1434,MED-2433,Dermatológicos,Novartis,Barranquilla,Promoción,Proveedor Programado,29405.58,21775.3,7630.28,279,23,311,23.93,3.13,713,2,8,639,1,0,1,Pediatría,0.75,Pediatría
1435,MED-2434,Diabetes,Genfar,Medellín,Normal,Automático (ML),8508.49,5796.52,2711.97,281,27,240,25.41,5.16,765,1,13,701,1,0,0,Pediatría,0.5,Diabetes
1436,MED-2435,Higiene Personal,Tecnoquímicas,Cali,Promoción,Manual,76687.17,54865.32,21821.85,372,45,317,33.62,4.38,997,5,13,564,1,1,1,Pediatría,0.75,Pediatría
1437,MED-2436,Dermatológicos,Roche,Bogotá,Normal,Automático (ML),35637.06,21512.57,14124.49,356,34,349,2.63,9.9,77,0,13,637,1,1,0,Pediatría,0.75,Pediatría
1438,MED-2437,Diabetes,Abbott,Bogotá,Promoción,Manual,13383.17,8887.47,4495.7,81,62,451,23.07,7.19,655,1,12,45,1,0,1,Pediatría,0.5,Diabetes
1439,MED-2438,Diabetes,Novartis,Medellín,Promoción,Manual,24692.17,16113.46,8578.71,453,47,278,20.17,7.83,598,1,7,362,0,1,1,Pediatría,0.5,Diabetes
1440,MED-2439,Antibióticos,Abbott,Medellín,Alta (Epidemia),Automático (ML),65393.34,51658.76,13734.58,193,77,240,39.24,9.22,1161,1,13,415,1,1,0,Gastrointestinales,0.5,Antibióticos
1441,MED-2440,Antigripales,MK,Medellín,Normal,Manual,54401.22,37557.08,16844.14,214,11,407,24.4,2.76,732,4,4,695,0,0,0,Pediatría,1.0,Pediatría
1442,MED-2441,Higiene Personal,Abbott,Cartagena,Alta (Epidemia),Manual,15255.9,11661.12,3594.78,292,32,258,38.31,7.58,1164,0,6,732,0,0,1,Pediatría,0.5,Higiene Personal
1443,MED-2442,Dermatológicos,Bayer,Cali,Normal,Proveedor Programado,58112.29,42447.96,15664.33,399,12,108,20.98,8.32,634,5,12,455,0,1,0,Pediatría,0.5,Dermatológicos
1444,MED-2443,Antibióticos,Novartis,Barranquilla,Normal,Proveedor Programado,58852.02,43116.8,15735.22,30,72,187,4.16,8.06,108,3,10,529,0,0,0,Pediatría,0.5,Antibióticos
1445,MED-2444,Gastrointestinales,Roche,Cali,Promoción,Manual,38211.66,26865.83,11345.83,408,70,224,31.89,9.94,952,1,6,708,1,1,0,Dermatológicos,0.5,Gastrointestinales
1446,MED-2445,Analgésicos,La Santé,Cartagena,Alta (Epidemia),Automático (ML),53273.92,40750.59,12523.33,246,47,331,10.89,8.82,308,0,6,831,1,1,1,Pediatría,0.75,Pediatría
1447,MED-2446,Dermatológicos,Roche,Bogotá,Alta (Invierno),Automático (ML),69637.02,49056.13,20580.89,475,57,411,33.08,9.74,996,0,2,611,0,1,0,Pediatría,0.5,Dermatológicos
1448,MED-2447,Pediatría,Bayer,Bogotá,Alta (Invierno),Automático (ML),59695.49,36372.95,23322.54,142,68,128,23.11,7.76,670,3,14,471,1,0,1,Pediatría,0.5,Pediatría
1449,MED-2448,Pediatría,Bayer,Medellín,Promoción,Proveedor Programado,61659.61,42452.72,19206.89,24,19,118,1.95,3.94,51,0,1,741,0,0,0,Dermatológicos,0.5,Pediatría
1450,MED-2449,Pediatría,Novartis,Cartagena,Promoción,Proveedor Programado,56015.44,34645.39,21370.05,197,40,240,24.84,3.58,732,3,3,745,0,0,1,Pediatría,0.75,Pediatría
1451,MED-2450,Higiene Personal,Novartis,Barranquilla,Alta (Epidemia),Automático (ML),23397.85,14485.57,8912.28,362,30,377,15.15,1.69,459,3,11,674,0,1,0,Cardiovasculares,0.5,Higiene Personal
1452,MED-2451,Gastrointestinales,Genfar,Cali,Alta (Invierno),Automático (ML),48839.61,37730.2,11109.41,10,35,304,28.37,4.67,874,0,11,728,1,0,0,Antigripales,0.25,Gastrointestinales
1453,MED-2452,Diabetes,Sanofi,Cali,Normal,Automático (ML),43646.31,32672.03,10974.28,92,39,207,1.67,7.9,43,1,14,395,0,1,1,Pediatría,0.5,Diabetes
1454,MED-2453,Pediatría,Genfar,Barranquilla,Promoción,Manual,79859.45,64394.96,15464.49,444,71,365,10.73,3.51,299,1,12,86,0,0,1,Pediatría,0.5,Pediatría
1455,MED-2454,Pediatría,MK,Cartagena,Alta (Epidemia),Automático (ML),32028.52,23274.42,8754.1,451,29,311,15.84,9.13,478,1,2,788,1,1,0,Pediatría,0.5,Pediatría
1456,MED-2455,Antibióticos,Sanofi,Barranquilla,Alta (Invierno),Proveedor Programado,18839.23,13549.67,5289.56,393,40,419,37.84,1.57,1137,1,13,430,1,0,0,Dermatológicos,0.25,Antibióticos
1457,MED-2456,Diabetes,Bayer,Medellín,Normal,Automático (ML),3932.91,2490.62,1442.29,153,73,280,28.19,3.87,846,1,6,191,1,1,0,Pediatría,0.75,Pediatría
1458,MED-2457,Vitaminas,Bayer,Barranquilla,Normal,Proveedor Programado,48006.96,34080.65,13926.31,50,14,197,17.87,7.89,544,2,9,97,0,0,0,Dermatológicos,0.75,Dermatológicos
1459,MED-2458,Higiene Personal,Novartis,Barranquilla,Promoción,Automático (ML),35434.69,28651.06,6783.63,193,36,331,18.15,6.67,563,3,13,818,0,1,0,Pediatría,0.75,Pediatría
1460,MED-2459,Dermatológicos,Pfizer,Cali,Alta (Epidemia),Proveedor Programado,37705.28,27937.89,9767.39,72,21,156,19.02,0.83,578,2,6,99,0,0,0,Pediatría,0.75,Pediatría
1461,MED-2460,Gastrointestinales,Abbott,Barranquilla,Promoción,Proveedor Programado,12482.97,8682.36,3800.61,424,73,164,22.82,0.93,720,0,5,888,1,1,1,Dermatológicos,0.5,Gastrointestinales
1462,MED-2461,Vitaminas,MK,Cartagena,Normal,Manual,51643.69,40858.55,10785.14,124,16,387,9.83,9.77,301,0,9,844,0,1,1,Pediatría,0.75,Pediatría
1463,MED-2462,Cardiovasculares,La Santé,Barranquilla,Alta (Invierno),Proveedor Programado,75106.37,50498.69,24607.68,499,50,440,22.27,2.82,648,3,11,637,1,0,0,Pediatría,0.75,Pediatría
1464,MED-2463,Dermatológicos,Abbott,Cali,Normal,Proveedor Programado,47260.0,30477.26,16782.74,23,26,301,10.45,4.98,318,3,3,31,1,1,1,Cardiovasculares,0.5,Dermatológicos
1465,MED-2464,Cardiovasculares,La Santé,Medellín,Alta (Invierno),Manual,66652.03,44847.76,21804.27,251,40,381,18.64,7.48,527,0,10,303,0,1,1,Gastrointestinales,0.5,Cardiovasculares
1466,MED-2465,Pediatría,Roche,Cali,Normal,Automático (ML),44777.91,31794.77,12983.14,435,24,346,34.26,3.52,1044,1,10,441,1,0,0,Gastrointestinales,0.5,Pediatría
1467,MED-2466,Dermatológicos,Tecnoquímicas,Barranquilla,Promoción,Manual,59399.76,41007.74,18392.02,195,16,410,13.66,3.53,430,3,9,752,0,1,1,Dermatológicos,0.5,Dermatológicos
1468,MED-2467,Pediatría,Pfizer,Medellín,Alta (Epidemia),Manual,31744.48,23527.29,8217.19,178,46,217,15.88,7.48,447,2,9,400,0,0,0,Pediatría,0.75,Pediatría
1469,MED-2468,Analgésicos,Roche,Bogotá,Alta (Invierno),Manual,19320.85,14162.35,5158.5,471,53,171,23.87,6.51,701,3,6,590,1,0,1,Pediatría,0.5,Analgésicos
1470,MED-2469,Antigripales,Tecnoquímicas,Cartagena,Promoción,Proveedor Programado,72565.16,45303.91,27261.25,32,52,208,27.27,3.48,826,1,14,399,1,0,1,Gastrointestinales,0.5,Antigripales
1471,MED-2470,Dermatológicos,Pfizer,Bogotá,Promoción,Automático (ML),15520.67,12737.11,2783.56,406,67,420,27.61,4.69,829,1,9,244,1,1,0,Dermatológicos,0.25,Dermatológicos
1472,MED-2471,Vitaminas,Tecnoquímicas,Bogotá,Alta (Epidemia),Manual,6164.65,4462.69,1701.96,370,45,383,8.49,3.23,215,2,8,735,0,0,1,Pediatría,1.0,Pediatría
1473,MED-2472,Vitaminas,Novartis,Cali,Alta (Epidemia),Automático (ML),69535.39,53955.18,15580.21,264,43,279,25.84,7.59,779,1,12,418,0,1,0,Gastrointestinales,0.75,Gastrointestinales
1474,MED-2473,Cardiovasculares,Pfizer,Cartagena,Alta (Epidemia),Manual,44811.96,31183.54,13628.42,469,74,330,30.32,7.6,911,1,14,239,0,0,0,Gastrointestinales,0.25,Cardiovasculares
1475,MED-2474,Vitaminas,Roche,Barranquilla,Alta (Invierno),Proveedor Programado,4234.8,3136.34,1098.46,382,74,253,26.96,5.31,816,0,3,361,0,1,1,Dermatológicos,0.5,Vitaminas
1476,MED-2475,Vitaminas,Abbott,Medellín,Promoción,Automático (ML),47931.78,32945.03,14986.75,357,69,231,2.3,3.91,69,3,2,75,0,0,0,Cardiovasculares,0.5,Vitaminas
1477,MED-2476,Higiene Personal,Genfar,Bogotá,Promoción,Manual,16821.09,10107.15,6713.94,83,60,135,37.86,2.46,1132,1,5,443,1,0,0,Pediatría,0.75,Pediatría
1478,MED-2477,Analgésicos,Sanofi,Cali,Promoción,Proveedor Programado,38176.33,24178.43,13997.9,183,61,432,22.58,2.83,681,2,11,358,0,1,1,Dermatológicos,0.5,Analgésicos
1479,MED-2478,Higiene Personal,MK,Cali,Alta (Invierno),Automático (ML),68061.11,48922.14,19138.97,412,30,261,38.66,3.17,1161,2,4,596,1,1,1,Pediatría,0.75,Pediatría
1480,MED-2479,Pediatría,La Santé,Cartagena,Promoción,Automático (ML),70708.14,58262.35,12445.79,231,27,98,20.35,9.05,622,3,13,727,0,0,0,Pediatría,0.5,Pediatría
1481,MED-2480,Dermatológicos,Sanofi,Barranquilla,Alta (Epidemia),Manual,77460.23,58314.59,19145.64,159,50,130,38.04,5.24,1165,3,4,239,1,0,0,Pediatría,0.5,Dermatológicos
1482,MED-2481,Diabetes,La Santé,Bogotá,Alta (Epidemia),Proveedor Programado,48503.54,35576.28,12927.26,457,51,203,37.09,2.59,1115,0,5,401,1,0,1,Gastrointestinales,0.25,Diabetes
1483,MED-2482,Diabetes,Roche,Barranquilla,Alta (Invierno),Manual,41492.91,33961.16,7531.75,436,37,274,18.45,2.06,545,2,3,509,1,1,0,Cardiovasculares,0.5,Diabetes
1484,MED-2483,Cardiovasculares,Bayer,Cartagena,Alta (Epidemia),Automático (ML),15024.7,12472.16,2552.54,115,33,412,10.59,6.9,341,1,12,258,1,1,1,Pediatría,0.75,Pediatría
1485,MED-2484,Diabetes,Sanofi,Barranquilla,Alta (Epidemia),Manual,56696.57,37199.76,19496.81,394,24,412,32.84,7.62,987,0,7,773,1,1,0,Gastrointestinales,0.5,Diabetes
1486,MED-2485,Gastrointestinales,Bayer,Cali,Promoción,Automático (ML),4261.02,3454.94,806.08,432,60,296,19.9,9.3,594,1,12,848,0,0,0,Pediatría,0.5,Gastrointestinales
1487,MED-2486,Antibióticos,Roche,Cartagena,Alta (Epidemia),Manual,3089.6,2147.07,942.53,346,23,172,20.69,2.52,630,1,7,370,0,0,1,Pediatría,0.75,Pediatría
1488,MED-2487,Antibióticos,La Santé,Cali,Normal,Proveedor Programado,76427.46,58285.17,18142.29,340,66,187,12.55,8.92,379,2,2,252,0,0,1,Pediatría,0.5,Antibióticos
1489,MED-2488,Higiene Personal,Genfar,Medellín,Promoción,Proveedor Programado,21404.97,14817.67,6587.3,147,20,183,23.32,1.16,740,3,12,147,0,1,0,Pediatría,0.75,Pediatría
1490,MED-2489,Gastrointestinales,La Santé,Barranquilla,Alta (Invierno),Proveedor Programado,74194.28,57865.78,16328.5,249,22,126,2.45,3.55,54,2,4,100,0,0,0,Dermatológicos,0.5,Gastrointestinales
1491,MED-2490,Analgésicos,Novartis,Bogotá,Promoción,Automático (ML),45594.61,38089.75,7504.86,111,67,344,25.62,3.51,803,2,6,295,0,0,1,Antigripales,0.25,Analgésicos
1492,MED-2491,Dermatológicos,Bayer,Medellín,Alta (Invierno),Manual,65658.62,39826.63,25831.99,166,51,349,13.77,9.86,393,1,4,893,1,0,1,Pediatría,0.75,Pediatría
1493,MED-2492,Cardiovasculares,MK,Cali,Normal,Manual,40810.45,25418.96,15391.49,239,48,410,6.07,7.09,175,1,7,162,0,1,0,Pediatría,0.5,Cardiovasculares
1494,MED-2493,Analgésicos,Novartis,Cartagena,Alta (Invierno),Manual,42362.92,27463.93,14898.99,460,20,165,1.06,4.79,35,2,1,587,1,0,1,Dermatológicos,0.5,Analgésicos
1495,MED-2494,Gastrointestinales,Sanofi,Cartagena,Normal,Automático (ML),33459.82,28414.2,5045.62,495,47,321,35.94,7.57,1116,3,7,438,1,1,0,Dermatológicos,0.5,Gastrointestinales
1496,MED-2495,Antibióticos,Tecnoquímicas,Cartagena,Promoción,Automático (ML),68347.49,43792.22,24555.27,456,64,311,25.39,6.58,762,3,12,730,1,1,0,Pediatría,0.5,Antibióticos
1497,MED-2496,Antigripales,Sanofi,Cartagena,Alta (Epidemia),Automático (ML),32448.17,27479.19,4968.98,440,42,114,2.74,2.45,54,1,6,736,1,0,1,Pediatría,0.5,Antigripales
1498,MED-2497,Analgésicos,Abbott,Barranquilla,Alta (Epidemia),Proveedor Programado,17466.49,12537.61,4928.88,279,47,184,21.51,2.71,637,1,4,384,0,1,0,Pediatría,0.5,Analgésicos
1499,MED-2498,Pediatría,Bayer,Barranquilla,Alta (Invierno),Automático (ML),17009.49,11583.19,5426.3,153,20,249,10.94,7.91,319,1,7,400,1,1,0,Pediatría,0.75,Pediatría
